Area,Item,Year,Unit,Value
Ecuador,Green garlic,2020,100 g/ha,15498
Ecuador,Green garlic,2021,100 g/ha,15517
Ecuador,"Groundnuts, excluding shelled",2020,100 g/ha,11687
Ecuador,"Groundnuts, excluding shelled",2021,100 g/ha,11609
Ecuador,Lemons and limes,2020,100 g/ha,49724
Ecuador,Lemons and limes,2021,100 g/ha,53616
Ecuador,"Lentils, dry",2020,100 g/ha,7704
Ecuador,"Lentils, dry",2021,100 g/ha,7665
Ecuador,Lettuce and chicory,2020,100 g/ha,73643
Ecuador,Lettuce and chicory,2021,100 g/ha,73386
Ecuador,Linseed,2020,100 g/ha,3338
Ecuador,Linseed,2021,100 g/ha,3336
Ecuador,Lupins,2020,100 g/ha,3872
Ecuador,Lupins,2021,100 g/ha,3886
Ecuador,Maize (corn),2020,100 g/ha,38233
Ecuador,Maize (corn),2021,100 g/ha,46413
Ecuador,"Mangoes, guavas and mangosteens",2020,100 g/ha,52104
Ecuador,"Mangoes, guavas and mangosteens",2021,100 g/ha,76837
Ecuador,Natural rubber in primary forms,2020,100 g/ha,14996
Ecuador,Natural rubber in primary forms,2021,100 g/ha,14959
Ecuador,Oats,2020,100 g/ha,7452
Ecuador,Oats,2021,100 g/ha,7461
Ecuador,Oil palm fruit,2020,100 g/ha,129799
Ecuador,Oil palm fruit,2021,100 g/ha,158583
Ecuador,"Onions and shallots, green",2020,100 g/ha,86291
Ecuador,"Onions and shallots, green",2021,100 g/ha,86860
Ecuador,Oranges,2020,100 g/ha,102684
Ecuador,Oranges,2021,100 g/ha,68917
Ecuador,"Other beans, green",2020,100 g/ha,17561
Ecuador,"Other beans, green",2021,100 g/ha,19377
Ecuador,Other berries and fruits of the genus vaccinium n.e.c.,2020,100 g/ha,18451
Ecuador,Other berries and fruits of the genus vaccinium n.e.c.,2021,100 g/ha,18405
Ecuador,"Other citrus fruit, n.e.c.",2020,100 g/ha,23819
Ecuador,"Other citrus fruit, n.e.c.",2021,100 g/ha,23845
Ecuador,"Other fruits, n.e.c.",2020,100 g/ha,116273
Ecuador,"Other fruits, n.e.c.",2021,100 g/ha,116821
Ecuador,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,9179
Ecuador,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,9110
Ecuador,"Other tropical fruits, n.e.c.",2020,100 g/ha,60586
Ecuador,"Other tropical fruits, n.e.c.",2021,100 g/ha,69088
Ecuador,"Other vegetables, fresh n.e.c.",2020,100 g/ha,57349
Ecuador,"Other vegetables, fresh n.e.c.",2021,100 g/ha,56921
Ecuador,Papayas,2020,100 g/ha,130518
Ecuador,Papayas,2021,100 g/ha,130115
Ecuador,Peaches and nectarines,2020,100 g/ha,32361
Ecuador,Peaches and nectarines,2021,100 g/ha,32766
Ecuador,Pears,2020,100 g/ha,32087
Ecuador,Pears,2021,100 g/ha,32038
Ecuador,"Peas, dry",2020,100 g/ha,6031
Ecuador,"Peas, dry",2021,100 g/ha,3524
Ecuador,"Peas, green",2020,100 g/ha,35974
Ecuador,"Peas, green",2021,100 g/ha,29948
Ecuador,"Pepper (Piper spp.), raw",2020,100 g/ha,20004
Ecuador,"Pepper (Piper spp.), raw",2021,100 g/ha,19976
Ecuador,Pineapples,2020,100 g/ha,318190
Ecuador,Pineapples,2021,100 g/ha,421334
Ecuador,Plantains and cooking bananas,2020,100 g/ha,56476
Ecuador,Plantains and cooking bananas,2021,100 g/ha,68138
Ecuador,Plums and sloes,2020,100 g/ha,75476
Ecuador,Plums and sloes,2021,100 g/ha,74494
Ecuador,Pomelos and grapefruits,2020,100 g/ha,111188
Ecuador,Pomelos and grapefruits,2021,100 g/ha,111330
Ecuador,Potatoes,2020,100 g/ha,164098
Ecuador,Potatoes,2021,100 g/ha,128221
Ecuador,"Pumpkins, squash and gourds",2020,100 g/ha,38152
Ecuador,"Pumpkins, squash and gourds",2021,100 g/ha,38096
Ecuador,"Pyrethrum, dried flowers",2020,100 g/ha,4994
Ecuador,"Pyrethrum, dried flowers",2021,100 g/ha,5104
Ecuador,Quinoa,2020,100 g/ha,9308
Ecuador,Quinoa,2021,100 g/ha,6199
Ecuador,Rice,2020,100 g/ha,42717
Ecuador,Rice,2021,100 g/ha,44205
Ecuador,Rye,2020,100 g/ha,6308
Ecuador,Rye,2021,100 g/ha,6327
Ecuador,"Seed cotton, unginned",2020,100 g/ha,13091
Ecuador,"Seed cotton, unginned",2021,100 g/ha,13097
Ecuador,Sesame seed,2020,100 g/ha,8047
Ecuador,Sesame seed,2021,100 g/ha,8048
Ecuador,Sorghum,2020,100 g/ha,16083
Ecuador,Sorghum,2021,100 g/ha,15898
Ecuador,Soya beans,2020,100 g/ha,13839
Ecuador,Soya beans,2021,100 g/ha,10675
Ecuador,Strawberries,2020,100 g/ha,141390
Ecuador,Strawberries,2021,100 g/ha,142034
Ecuador,Sugar beet,2020,100 g/ha,62380
Ecuador,Sugar beet,2021,100 g/ha,62048
Ecuador,Sugar cane,2020,100 g/ha,790223
Ecuador,Sugar cane,2021,100 g/ha,872136
Ecuador,Sunflower seed,2020,100 g/ha,17878
Ecuador,Sunflower seed,2021,100 g/ha,17889
Ecuador,Sweet potatoes,2020,100 g/ha,19210
Ecuador,Sweet potatoes,2021,100 g/ha,19135
Ecuador,"Tangerines, mandarins, clementines",2020,100 g/ha,40021
Ecuador,"Tangerines, mandarins, clementines",2021,100 g/ha,39919
Ecuador,Tea leaves,2020,100 g/ha,18806
Ecuador,Tea leaves,2021,100 g/ha,18839
Ecuador,Tomatoes,2020,100 g/ha,149054
Ecuador,Tomatoes,2021,100 g/ha,335082
Ecuador,Unmanufactured tobacco,2020,100 g/ha,7418
Ecuador,Unmanufactured tobacco,2021,100 g/ha,11979
Ecuador,Watermelons,2020,100 g/ha,152828
Ecuador,Watermelons,2021,100 g/ha,152772
Ecuador,Wheat,2020,100 g/ha,21868
Ecuador,Wheat,2021,100 g/ha,18051
Egypt,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,100 g/ha,8889
Egypt,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,100 g/ha,8883
Egypt,Apples,2020,100 g/ha,231495
Egypt,Apples,2021,100 g/ha,233722
Egypt,Apricots,2020,100 g/ha,172156
Egypt,Apricots,2021,100 g/ha,165332
Egypt,Artichokes,2020,100 g/ha,187915
Egypt,Artichokes,2021,100 g/ha,184004
Egypt,Bananas,2020,100 g/ha,432577
Egypt,Bananas,2021,100 g/ha,436081
Egypt,Barley,2020,100 g/ha,37768
Egypt,Barley,2021,100 g/ha,35496
Egypt,"Beans, dry",2020,100 g/ha,33427
Egypt,"Beans, dry",2021,100 g/ha,32575
Egypt,"Broad beans and horse beans, dry",2020,100 g/ha,48591
Egypt,"Broad beans and horse beans, dry",2021,100 g/ha,39819
Egypt,"Broad beans and horse beans, green",2020,100 g/ha,93293
Egypt,"Broad beans and horse beans, green",2021,100 g/ha,92112
Egypt,Cabbages,2020,100 g/ha,285434
Egypt,Cabbages,2021,100 g/ha,297646
Egypt,Cantaloupes and other melons,2020,100 g/ha,273131
Egypt,Cantaloupes and other melons,2021,100 g/ha,277633
Egypt,Carrots and turnips,2020,100 g/ha,277054
Egypt,Carrots and turnips,2021,100 g/ha,287681
Egypt,Cauliflowers and broccoli,2020,100 g/ha,288945
Egypt,Cauliflowers and broccoli,2021,100 g/ha,291561
Egypt,"Chick peas, dry",2020,100 g/ha,35952
Egypt,"Chick peas, dry",2021,100 g/ha,29489
Egypt,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,100 g/ha,34752
Egypt,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,100 g/ha,34413
Egypt,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,183535
Egypt,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,180016
Egypt,"Cow peas, dry",2020,100 g/ha,36356
Egypt,"Cow peas, dry",2021,100 g/ha,36670
Egypt,Cucumbers and gherkins,2020,100 g/ha,213735
Egypt,Cucumbers and gherkins,2021,100 g/ha,219993
Egypt,Dates,2020,100 g/ha,338516
Egypt,Dates,2021,100 g/ha,332364
Egypt,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,46994
Egypt,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,47287
Egypt,Eggplants (aubergines),2020,100 g/ha,272627
Egypt,Eggplants (aubergines),2021,100 g/ha,274879
Egypt,Figs,2020,100 g/ha,83762
Egypt,Figs,2021,100 g/ha,75757
Egypt,"Flax, processed but not spun",2020,100 g/ha,8635
Egypt,"Flax, processed but not spun",2021,100 g/ha,8829
Egypt,Grapes,2020,100 g/ha,150403
Egypt,Grapes,2021,100 g/ha,168347
Egypt,Green garlic,2020,100 g/ha,207769
Egypt,Green garlic,2021,100 g/ha,207811
Egypt,"Groundnuts, excluding shelled",2020,100 g/ha,33170
Egypt,"Groundnuts, excluding shelled",2021,100 g/ha,17333
Egypt,"Jute, raw or retted",2020,100 g/ha,25488
Egypt,"Jute, raw or retted",2021,100 g/ha,25559
Egypt,Lemons and limes,2020,100 g/ha,232177
Egypt,Lemons and limes,2021,100 g/ha,227739
Egypt,"Lentils, dry",2020,100 g/ha,23317
Egypt,"Lentils, dry",2021,100 g/ha,23263
Egypt,Lettuce and chicory,2020,100 g/ha,210811
Egypt,Lettuce and chicory,2021,100 g/ha,213590
Egypt,Linseed,2020,100 g/ha,36000
Egypt,Linseed,2021,100 g/ha,15000
Egypt,Lupins,2020,100 g/ha,20714
Egypt,Lupins,2021,100 g/ha,20010
Egypt,Maize (corn),2020,100 g/ha,77767
Egypt,Maize (corn),2021,100 g/ha,73024
Egypt,"Mangoes, guavas and mangosteens",2020,100 g/ha,106046
Egypt,"Mangoes, guavas and mangosteens",2021,100 g/ha,89558
Egypt,Okra,2020,100 g/ha,142114
Egypt,Okra,2021,100 g/ha,138434
Egypt,Olives,2020,100 g/ha,95881
Egypt,Olives,2021,100 g/ha,98491
Egypt,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,355141
Egypt,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,350684
Egypt,Oranges,2020,100 g/ha,220238
Egypt,Oranges,2021,100 g/ha,231014
Egypt,"Other beans, green",2020,100 g/ha,100130
Egypt,"Other beans, green",2021,100 g/ha,100584
Egypt,Other berries and fruits of the genus vaccinium n.e.c.,2020,100 g/ha,79770
Egypt,Other berries and fruits of the genus vaccinium n.e.c.,2021,100 g/ha,79691
Egypt,"Other citrus fruit, n.e.c.",2020,100 g/ha,138947
Egypt,"Other citrus fruit, n.e.c.",2021,100 g/ha,139251
Egypt,"Other fruits, n.e.c.",2020,100 g/ha,205481
Egypt,"Other fruits, n.e.c.",2021,100 g/ha,204634
Egypt,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,100 g/ha,28074
Egypt,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,100 g/ha,28197
Egypt,Other pulses n.e.c.,2020,100 g/ha,22161
Egypt,Other pulses n.e.c.,2021,100 g/ha,22155
Egypt,Other stone fruits,2020,100 g/ha,76397
Egypt,Other stone fruits,2021,100 g/ha,76398
Egypt,"Other tropical fruits, n.e.c.",2020,100 g/ha,78540
Egypt,"Other tropical fruits, n.e.c.",2021,100 g/ha,78507
Egypt,"Other vegetables, fresh n.e.c.",2020,100 g/ha,59208
Egypt,"Other vegetables, fresh n.e.c.",2021,100 g/ha,59246
Egypt,Peaches and nectarines,2020,100 g/ha,187843
Egypt,Peaches and nectarines,2021,100 g/ha,177527
Egypt,Pears,2020,100 g/ha,115839
Egypt,Pears,2021,100 g/ha,142986
Egypt,"Peas, dry",2020,100 g/ha,28966
Egypt,"Peas, dry",2021,100 g/ha,28809
Egypt,"Peas, green",2020,100 g/ha,79665
Egypt,"Peas, green",2021,100 g/ha,82232
Egypt,Plums and sloes,2020,100 g/ha,124317
Egypt,Plums and sloes,2021,100 g/ha,124202
Egypt,Pomelos and grapefruits,2020,100 g/ha,145833
Egypt,Pomelos and grapefruits,2021,100 g/ha,146728
Egypt,Potatoes,2020,100 g/ha,246203
Egypt,Potatoes,2021,100 g/ha,262758
Egypt,"Pumpkins, squash and gourds",2020,100 g/ha,215688
Egypt,"Pumpkins, squash and gourds",2021,100 g/ha,216018
Egypt,Quinces,2020,100 g/ha,79245
Egypt,Quinces,2021,100 g/ha,80388
Egypt,Rice,2020,100 g/ha,96203
Egypt,Rice,2021,100 g/ha,102031
Egypt,Rye,2020,100 g/ha,19991
Egypt,Rye,2021,100 g/ha,19988
Egypt,"Seed cotton, unginned",2020,100 g/ha,20801
Egypt,"Seed cotton, unginned",2021,100 g/ha,21111
Egypt,Sesame seed,2020,100 g/ha,13584
Egypt,Sesame seed,2021,100 g/ha,12759
Egypt,Sorghum,2020,100 g/ha,49446
Egypt,Sorghum,2021,100 g/ha,49185
Egypt,Soya beans,2020,100 g/ha,28852
Egypt,Soya beans,2021,100 g/ha,30000
Egypt,Spinach,2020,100 g/ha,149254
Egypt,Spinach,2021,100 g/ha,150176
Egypt,Strawberries,2020,100 g/ha,370236
Egypt,Strawberries,2021,100 g/ha,374369
Egypt,String beans,2020,100 g/ha,69076
Egypt,String beans,2021,100 g/ha,69068
Egypt,Sugar beet,2020,100 g/ha,1085848
Egypt,Sugar beet,2021,100 g/ha,780089
Egypt,Sugar cane,2020,100 g/ha,472572
Egypt,Sugar cane,2021,100 g/ha,963424
Egypt,Sunflower seed,2020,100 g/ha,27157
Egypt,Sunflower seed,2021,100 g/ha,31429
Egypt,Sweet potatoes,2020,100 g/ha,276567
Egypt,Sweet potatoes,2021,100 g/ha,297921
Egypt,"Tangerines, mandarins, clementines",2020,100 g/ha,214559
Egypt,"Tangerines, mandarins, clementines",2021,100 g/ha,214550
Egypt,Taro,2020,100 g/ha,368138
Egypt,Taro,2021,100 g/ha,366337
Egypt,Tomatoes,2020,100 g/ha,406716
Egypt,Tomatoes,2021,100 g/ha,416083
Egypt,Vetches,2020,100 g/ha,30383
Egypt,Vetches,2021,100 g/ha,30535
Egypt,"Walnuts, in shell",2020,100 g/ha,51973
Egypt,"Walnuts, in shell",2021,100 g/ha,51949
Egypt,Watermelons,2020,100 g/ha,276377
Egypt,Watermelons,2021,100 g/ha,296448
Egypt,Wheat,2020,100 g/ha,63663
Egypt,Wheat,2021,100 g/ha,64537
El Salvador,"Agave fibres, raw, n.e.c.",2020,100 g/ha,4046
El Salvador,"Agave fibres, raw, n.e.c.",2021,100 g/ha,4045
El Salvador,Apples,2020,100 g/ha,66739
El Salvador,Apples,2021,100 g/ha,66742
El Salvador,Avocados,2020,100 g/ha,323221
El Salvador,Avocados,2021,100 g/ha,340175
El Salvador,Bananas,2020,100 g/ha,155301
El Salvador,Bananas,2021,100 g/ha,174096
El Salvador,"Beans, dry",2020,100 g/ha,8571
El Salvador,"Beans, dry",2021,100 g/ha,8980
El Salvador,Cabbages,2020,100 g/ha,84805
El Salvador,Cabbages,2021,100 g/ha,85470
El Salvador,Cantaloupes and other melons,2020,100 g/ha,213518
El Salvador,Cantaloupes and other melons,2021,100 g/ha,203995
El Salvador,"Cashew nuts, in shell",2020,100 g/ha,8961
El Salvador,"Cashew nuts, in shell",2021,100 g/ha,7916
El Salvador,"Cassava, fresh",2020,100 g/ha,160083
El Salvador,"Cassava, fresh",2021,100 g/ha,159931
El Salvador,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,100 g/ha,438101
El Salvador,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,100 g/ha,444641
El Salvador,Cocoa beans,2020,100 g/ha,4211
El Salvador,Cocoa beans,2021,100 g/ha,4288
El Salvador,"Coconuts, in shell",2020,100 g/ha,214080
El Salvador,"Coconuts, in shell",2021,100 g/ha,250192
El Salvador,"Coffee, green",2020,100 g/ha,2500
El Salvador,"Coffee, green",2021,100 g/ha,2351
El Salvador,Cucumbers and gherkins,2020,100 g/ha,283253
El Salvador,Cucumbers and gherkins,2021,100 g/ha,292947
El Salvador,Green corn (maize),2020,100 g/ha,213890
El Salvador,Green corn (maize),2021,100 g/ha,200081
El Salvador,"Jute, raw or retted",2020,100 g/ha,15843
El Salvador,"Jute, raw or retted",2021,100 g/ha,15938
El Salvador,"Kenaf, and other textile bast fibres, raw or retted",2020,100 g/ha,7262
El Salvador,"Kenaf, and other textile bast fibres, raw or retted",2021,100 g/ha,7305
El Salvador,Lemons and limes,2020,100 g/ha,154481
El Salvador,Lemons and limes,2021,100 g/ha,161534
El Salvador,Maize (corn),2020,100 g/ha,29494
El Salvador,Maize (corn),2021,100 g/ha,29564
El Salvador,"Mangoes, guavas and mangosteens",2020,100 g/ha,178035
El Salvador,"Mangoes, guavas and mangosteens",2021,100 g/ha,192170
El Salvador,Olives,2020,100 g/ha,20422
El Salvador,Olives,2021,100 g/ha,20385
El Salvador,"Onions and shallots, dry (excluding dehydrated)",2020,100 g/ha,212440
El Salvador,"Onions and shallots, dry (excluding dehydrated)",2021,100 g/ha,192921
El Salvador,Oranges,2020,100 g/ha,239026
El Salvador,Oranges,2021,100 g/ha,229921
El Salvador,"Other fruits, n.e.c.",2020,100 g/ha,75499
El Salvador,"Other fruits, n.e.c.",2021,100 g/ha,75074
El Salvador,"Other vegetables, fresh n.e.c.",2020,100 g/ha,209793
El Salvador,"Other vegetables, fresh n.e.c.",2021,100 g/ha,209029
El Salvador,Papayas,2020,100 g/ha,783505
El Salvador,Papayas,2021,100 g/ha,767126
El Salvador,Pineapples,2020,100 g/ha,341721
El Salvador,Pineapples,2021,100 g/ha,308784
El Salvador,Plantains and cooking bananas,2020,100 g/ha,165823
El Salvador,Plantains and cooking bananas,2021,100 g/ha,138893
El Salvador,Potatoes,2020,100 g/ha,275161
El Salvador,Potatoes,2021,100 g/ha,291284
El Salvador,"Pumpkins, squash and gourds",2020,100 g/ha,62660
El Salvador,"Pumpkins, squash and gourds",2021,100 g/ha,62690
El Salvador,Rice,2020,100 g/ha,73263
El Salvador,Rice,2021,100 g/ha,72654
El Salvador,"Seed cotton, unginned",2020,100 g/ha,17669
El Salvador,"Seed cotton, unginned",2021,100 g/ha,19074
El Salvador,Sesame seed,2020,100 g/ha,7792
El Salvador,Sesame seed,2021,100 g/ha,10000
El Salvador,Sorghum,2020,100 g/ha,16350
El Salvador,Sorghum,2021,100 g/ha,15780
El Salvador,Soya beans,2020,100 g/ha,19225
El Salvador,Soya beans,2021,100 g/ha,19107
El Salvador,Sugar cane,2020,100 g/ha,963407
El Salvador,Sugar cane,2021,100 g/ha,941571
El Salvador,Sweet potatoes,2020,100 g/ha,59254
El Salvador,Sweet potatoes,2021,100 g/ha,59624
El Salvador,"Tangerines, mandarins, clementines",2020,100 g/ha,206584
El Salvador,"Tangerines, mandarins, clementines",2021,100 g/ha,201500
El Salvador,Tea leaves,2020,100 g/ha,18247
El Salvador,Tea leaves,2021,100 g/ha,18465
El Salvador,Tomatoes,2020,100 g/ha,459378
El Salvador,Tomatoes,2021,100 g/ha,421445
El Salvador,Unmanufactured tobacco,2020,100 g/ha,20952
El Salvador,Unmanufactured tobacco,2021,100 g/ha,20831
El Salvador,Watermelons,2020,100 g/ha,363707
El Salvador,Watermelons,2021,100 g/ha,378116
El Salvador,Yautia,2020,100 g/ha,101645
El Salvador,Yautia,2021,100 g/ha,101779
Equatorial Guinea,"Abaca, manila hemp, raw",2020,100 g/ha,1360
Equatorial Guinea,"Abaca, manila hemp, raw",2021,100 g/ha,1363
Equatorial Guinea,Bananas,2020,100 g/ha,47144
Equatorial Guinea,Bananas,2021,100 g/ha,46882
Equatorial Guinea,"Cassava, fresh",2020,100 g/ha,30695
Equatorial Guinea,"Cassava, fresh",2021,100 g/ha,30496
Equatorial Guinea,Cocoa beans,2020,100 g/ha,1015
Equatorial Guinea,Cocoa beans,2021,100 g/ha,1015
Equatorial Guinea,"Coconuts, in shell",2020,100 g/ha,17962
Equatorial Guinea,"Coconuts, in shell",2021,100 g/ha,18096
Equatorial Guinea,"Coffee, green",2020,100 g/ha,3674
Equatorial Guinea,"Coffee, green",2021,100 g/ha,3671
Equatorial Guinea,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,60092
Equatorial Guinea,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,59533
Equatorial Guinea,Oil palm fruit,2020,100 g/ha,102553
Equatorial Guinea,Oil palm fruit,2021,100 g/ha,102733
Equatorial Guinea,Plantains and cooking bananas,2020,100 g/ha,51265
Equatorial Guinea,Plantains and cooking bananas,2021,100 g/ha,51280
Equatorial Guinea,Sweet potatoes,2020,100 g/ha,53265
Equatorial Guinea,Sweet potatoes,2021,100 g/ha,53083
Eritrea,Barley,2020,100 g/ha,14444
Eritrea,Barley,2021,100 g/ha,14444
Eritrea,"Beans, dry",2020,100 g/ha,645
Eritrea,"Beans, dry",2021,100 g/ha,643
Eritrea,"Broad beans and horse beans, dry",2020,100 g/ha,6057
Eritrea,"Broad beans and horse beans, dry",2021,100 g/ha,6054
Eritrea,Cereals n.e.c.,2020,100 g/ha,7211
Eritrea,Cereals n.e.c.,2021,100 g/ha,7149
Eritrea,"Chick peas, dry",2020,100 g/ha,4242
Eritrea,"Chick peas, dry",2021,100 g/ha,4234
Eritrea,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,100 g/ha,34487
Eritrea,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,100 g/ha,34456
Eritrea,"Groundnuts, excluding shelled",2020,100 g/ha,7429
Eritrea,"Groundnuts, excluding shelled",2021,100 g/ha,7393
Eritrea,"Lentils, dry",2020,100 g/ha,2723
Eritrea,"Lentils, dry",2021,100 g/ha,2652
Eritrea,Linseed,2020,100 g/ha,3229
Eritrea,Linseed,2021,100 g/ha,3227
Eritrea,Maize (corn),2020,100 g/ha,10000
Eritrea,Maize (corn),2021,100 g/ha,10000
Eritrea,Millet,2020,100 g/ha,3333
Eritrea,Millet,2021,100 g/ha,3333
Eritrea,"Other fruits, n.e.c.",2020,100 g/ha,65696
Eritrea,"Other fruits, n.e.c.",2021,100 g/ha,66212
Eritrea,"Other oil seeds, n.e.c.",2020,100 g/ha,2681
Eritrea,"Other oil seeds, n.e.c.",2021,100 g/ha,2694
Eritrea,Other pulses n.e.c.,2020,100 g/ha,8213
Eritrea,Other pulses n.e.c.,2021,100 g/ha,8247
Eritrea,"Other stimulant, spice and aromatic crops, n.e.c.",2020,100 g/ha,10054
Eritrea,"Other stimulant, spice and aromatic crops, n.e.c.",2021,100 g/ha,10048
Eritrea,"Other vegetables, fresh n.e.c.",2020,100 g/ha,37145
Eritrea,"Other vegetables, fresh n.e.c.",2021,100 g/ha,36933
Eritrea,"Peas, dry",2020,100 g/ha,4351
Eritrea,"Peas, dry",2021,100 g/ha,4350
Eritrea,Potatoes,2020,100 g/ha,6840
Eritrea,Potatoes,2021,100 g/ha,6516
